##x-axis,1,2,4
##second,Volt,Volt,Volt
#-6.20000E-06,,,
+20.05000E-06,-163.08975267E-03,-24.90725319595E+00,-855.38108E-06
+20.07500E-06,-149.04519368E-03,-24.91770346374E+00,-787.94935E-06
+20.10000E-06,-161.37565488E-03,-24.91538404219E+00,-801.23540E-06
+20.12500E-06,-151.90959883E-03,-24.92982335625E+00,-869.87966E-06
+20.15000E-06,-140.14534016E-03,-24.90179650056E+00,-863.46568E-06
+20.17500E-06,-145.29875180E-03,-24.88497946000E+00,-883.21266E-06
+20.20000E-06,-141.58502400E-03,-24.91373695552E+00,-902.45928E-06
+20.22500E-06,-159.09814355E-03,-24.90945276634E+00,-993.24384E-06
+20.25000E-06,-142.81331000E-03,-24.91112514235E+00,-880.19072E-06
+20.27500E-06,-142.78813372E-03,-24.91441181557E+00,-893.00880E-06
+20.30000E-06,-136.77330125E-03,-24.91661172516E+00,-971.97597E-06
+20.32500E-06,-171.94886434E-03,-24.92857415283E+00,-1.06822993E-03
+20.35000E-06,-146.55051806E-03,-24.92766999263E+00,-1.06092736E-03
+20.37500E-06,-161.36035313E-03,-24.90678611561E+00,-1.04600636E-03
+20.40000E-06,-135.10439263E-03,-24.91456799897E+00,-1.01103910E-03
+20.42500E-06,-141.56644331E-03,-24.89790367443E+00,-1.10007506E-03
+20.45000E-06,-144.89611972E-03,-24.91401170866E+00,-1.09694799E-03
+20.47500E-06,-160.95338681E-03,-24.91247588006E+00,-1.11591170E-03
+20.50000E-06,-143.09661855E-03,-24.89440164600E+00,-1.10904554E-03
+20.52500E-06,-138.72295558E-03,-24.89959715631E+00,-1.11728343E-03
+20.55000E-06,-142.36597872E-03,-24.92057974094E+00,-1.13831479E-03
+20.57500E-06,-160.09758166E-03,-24.91752229250E+00,-1.12281151E-03
+20.60000E-06,-160.28990886E-03,-24.91353652518E+00,-1.10938833E-03
+20.62500E-06,-150.88781111E-03,-24.90307095564E+00,-1.20955562E-03
+20.65000E-06,-168.06994546E-03,-24.91032865976E+00,-1.19902099E-03
+20.67500E-06,-153.26455770E-03,-24.91696894193E+00,-969.94519E-06
+20.70000E-06,-132.70748240E-03,-24.91552055191E+00,-1.22253832E-03
+20.72500E-06,-150.72288385E-03,-24.91491051702E+00,-1.21755190E-03
+20.75000E-06,-176.22121916E-03,-24.92527063261E+00,-1.03079919E-03
+20.77500E-06,-157.46228822E-03,-24.91444995688E+00,-1.11844362E-03
+20.80000E-06,-160.20503313E-03,-24.92171787473E+00,-1.16903980E-03
+20.82500E-06,-165.51481662E-03,-24.90624267726E+00,-1.03580122E-03
+20.85000E-06,-147.44555752E-03,-24.92329708343E+00,-1.11566437E-03
+20.87500E-06,-146.43300362E-03,-24.91862752376E+00,-1.09295663E-03
+20.90000E-06,-167.35490889E-03,-24.92441667422E+00,-1.09535585E-03
+20.92500E-06,-159.43798567E-03,-24.89778435091E+00,-1.00412910E-03
+20.95000E-06,-147.99517687E-03,-24.91355178924E+00,-1.00554822E-03
+20.97500E-06,-149.81695226E-03,-24.92673221380E+00,-1.14252559E-03
+21.00000E-06,-157.95262270E-03,-24.90339587290E+00,-1.08950413E-03
+21.02500E-06,-156.71777881E-03,-24.90185163964E+00,-983.48274E-06
+21.05000E-06,-160.82558326E-03,-24.89452436154E+00,-1.02841592E-03
+21.07500E-06,-165.62430329E-03,-24.90915506057E+00,-1.00182141E-03
+21.10000E-06,-151.80422026E-03,-24.90926115523E+00,-1.04219572E-03
+21.12500E-06,-156.42399270E-03,-24.91240506234E+00,-1.12819640E-03
+21.15000E-06,-149.44141861E-03,-24.90547600670E+00,-1.00846638E-03
+21.17500E-06,-153.96184274E-03,-24.90457712296E+00,-1.06063417E-03
+21.20000E-06,-147.92858033E-03,-24.90451685818E+00,-1.07866159E-03
+21.22500E-06,-149.50481159E-03,-24.90494440271E+00,-1.16854267E-03
+21.25000E-06,-134.16273183E-03,-24.92803508641E+00,-1.08879039E-03
+21.27500E-06,-157.35510057E-03,-24.90503945448E+00,-1.16643866E-03
+21.30000E-06,-149.39336508E-03,-24.89306285573E+00,-1.28488308E-03
+21.32500E-06,-140.57525910E-03,-24.90491413841E+00,-1.11653100E-03
+21.35000E-06,-149.35386696E-03,-24.90184583552E+00,-1.19100842E-03
+21.37500E-06,-151.05952241E-03,-24.90353547312E+00,-1.26837854E-03
+21.40000E-06,-155.98936263E-03,-24.90289732220E+00,-1.09927627E-03
+21.42500E-06,-145.15851086E-03,-24.90596660500E+00,-1.20595092E-03
+21.45000E-06,-160.97298512E-03,-24.89659209564E+00,-1.28002668E-03
+21.47500E-06,-161.62726695E-03,-24.92179189602E+00,-1.10285962E-03
+21.50000E-06,-160.25123990E-03,-24.91383166809E+00,-1.14545246E-03
+21.52500E-06,-151.26922426E-03,-24.91839863818E+00,-1.29749067E-03
+21.55000E-06,-149.08141285E-03,-24.90924238608E+00,-1.22553743E-03
+21.57500E-06,-137.26352267E-03,-24.91150131672E+00,-1.16948649E-03
+21.60000E-06,-162.63036090E-03,-24.92561982162E+00,-1.19265398E-03
+21.62500E-06,-144.88047877E-03,-24.91961501444E+00,-1.16403180E-03
+21.65000E-06,-157.02860037E-03,-24.90613273832E+00,-1.30133025E-03
+21.67500E-06,-148.13692537E-03,-24.89939925113E+00,-1.30762993E-03
+21.70000E-06,-127.12701618E-03,-24.92060408806E+00,-1.26361742E-03
+21.72500E-06,-163.05854614E-03,-24.90042842590E+00,-1.25390302E-03
+21.75000E-06,-149.63310510E-03,-24.89631685254E+00,-1.38926615E-03
+21.77500E-06,-145.81727768E-03,-24.89040321516E+00,-1.30315178E-03
+21.80000E-06,-169.58813559E-03,-24.91452661640E+00,-1.25004454E-03
+21.82500E-06,-148.61504860E-03,-24.90876305680E+00,-1.36787997E-03
+21.85000E-06,-151.97035357E-03,-24.91629928297E+00,-1.40902377E-03
+21.87500E-06,-156.77830742E-03,-24.92158298564E+00,-1.32421950E-03
+21.90000E-06,-163.63684686E-03,-24.89359445972E+00,-1.45485302E-03
+21.92500E-06,-156.04551931E-03,-24.90954615979E+00,-1.45528843E-03
+21.95000E-06,-167.28141525E-03,-24.90558281745E+00,-1.21131970E-03
+21.97500E-06,-174.26006968E-03,-24.91867512502E+00,-1.44402568E-03
+22.00000E-06,-150.72356225E-03,-24.91184293023E+00,-1.39420634E-03
+22.02500E-06,-142.60805546E-03,-24.90979422909E+00,-1.36586523E-03
+22.05000E-06,-154.27699853E-03,-24.91877598091E+00,-1.49957438E-03
+22.07500E-06,-149.12151400E-03,-24.90229535277E+00,-1.39987863E-03
+22.10000E-06,-154.86890499E-03,-24.90235124562E+00,-1.39489653E-03
+22.12500E-06,-162.04316557E-03,-24.92261265036E+00,-1.43020939E-03
+22.15000E-06,-151.98742671E-03,-24.93096963087E+00,-1.39480204E-03
+22.17500E-06,-155.11490139E-03,-24.90942227590E+00,-1.35181656E-03
+22.20000E-06,-151.33186345E-03,-24.90381207303E+00,-1.44035033E-03
+22.22500E-06,-156.79293077E-03,-24.90705012737E+00,-1.30508257E-03
+22.25000E-06,-172.06438126E-03,-24.90681453315E+00,-1.44883314E-03
+22.27500E-06,-155.84184770E-03,-24.90136556401E+00,-1.53107703E-03
+22.30000E-06,-145.29694272E-03,-24.91712440924E+00,-1.41096195E-03
+22.32500E-06,-155.82556604E-03,-24.92171787473E+00,-1.28193215E-03
+22.35000E-06,-150.47933724E-03,-24.90306270173E+00,-1.35572398E-03
+22.37500E-06,-133.08731260E-03,-24.91885260274E+00,-1.47691829E-03
+22.40000E-06,-167.95601148E-03,-24.90147294010E+00,-1.38105672E-03
+22.42500E-06,-152.78684905E-03,-24.90542437271E+00,-1.30198128E-03
+22.45000E-06,-135.59450097E-03,-24.90700964934E+00,-1.28270815E-03
+22.47500E-06,-146.79711749E-03,-24.91804564258E+00,-1.54067025E-03
+22.50000E-06,-148.33761954E-03,-24.90095015536E+00,-1.36842803E-03
+22.52500E-06,-135.68665069E-03,-24.90925011234E+00,-1.34126553E-03
+22.55000E-06,-148.59499803E-03,-24.89638718030E+00,-1.36341632E-03
+22.57500E-06,-159.71435944E-03,-24.89966401668E+00,-1.35365576E-03
+22.60000E-06,-153.26075111E-03,-24.91173996375E+00,-1.26553531E-03
+22.62500E-06,-147.92352999E-03,-24.91322600513E+00,-1.38269701E-03
+22.65000E-06,-162.40577187E-03,-24.90471095676E+00,-1.31243977E-03
+22.67500E-06,-151.06924618E-03,-24.89877949247E+00,-1.21758616E-03
+22.70000E-06,-155.97266638E-03,-24.91088954813E+00,-1.27556728E-03
+22.72500E-06,-145.93984246E-03,-24.90265954202E+00,-1.24597409E-03
+22.75000E-06,-149.61486360E-03,-24.90236752729E+00,-1.22537534E-03
+22.77500E-06,-126.73655767E-03,-24.91137083724E+00,-1.19649109E-03
+22.80000E-06,-154.16834102E-03,-24.89044844202E+00,-1.23428892E-03
+22.82500E-06,-161.18215932E-03,-24.90686812697E+00,-1.15209912E-03
+22.85000E-06,-171.60823074E-03,-24.89347992271E+00,-1.15497289E-03
+22.87500E-06,-168.67824665E-03,-24.90189716800E+00,-1.09174503E-03
+22.90000E-06,-142.82111163E-03,-24.91764817391E+00,-1.07457866E-03
+22.92500E-06,-153.03552137E-03,-24.90102730483E+00,-1.09929731E-03
+22.95000E-06,-159.86752772E-03,-24.90673335095E+00,-1.19536738E-03
+22.97500E-06,-132.72436709E-03,-24.87805568083E+00,-1.00330349E-03
+23.00000E-06,-136.67252074E-03,-24.90019513071E+00,-953.84826E-06
+23.02500E-06,-145.23920310E-03,-24.89506361640E+00,-1.15549011E-03
+23.05000E-06,-143.72787238E-03,-24.89715973036E+00,-1.01183364E-03
+23.07500E-06,-147.66607612E-03,-24.89726103851E+00,-899.65913E-06
+23.10000E-06,-152.87492835E-03,-24.89208719941E+00,-1.06261468E-03
+23.12500E-06,-153.39511256E-03,-24.91549929529E+00,-1.12498740E-03
+23.15000E-06,-126.93604579E-03,-24.89626472859E+00,-992.70841E-06
+23.17500E-06,-159.78329271E-03,-24.91957031523E+00,-1.12140552E-03
+23.20000E-06,-136.57890115E-03,-24.92703866343E+00,-1.02718683E-03
+23.22500E-06,-151.69854017E-03,-24.90308105630E+00,-1.04365577E-03
+23.25000E-06,-160.28821285E-03,-24.91794659577E+00,-1.20583396E-03
+23.27500E-06,-174.26048425E-03,-24.91028426206E+00,-1.18517071E-03
+23.30000E-06,-162.51314796E-03,-24.91397899457E+00,-1.09869046E-03
+23.32500E-06,-148.84977598E-03,-24.90746681746E+00,-1.18023677E-03
+23.35000E-06,-144.14558007E-03,-24.91187945091E+00,-1.29955452E-03
+23.37500E-06,-158.42795694E-03,-24.91519439091E+00,-1.14961402E-03
+23.40000E-06,-135.15312456E-03,-24.89889911750E+00,-1.32000409E-03
+23.42500E-06,-147.36301851E-03,-24.88932881354E+00,-1.41983597E-03
+23.45000E-06,-155.04397061E-03,-24.91065757206E+00,-1.26762159E-03
+23.47500E-06,-146.17950710E-03,-24.89031306297E+00,-1.43096235E-03
+23.50000E-06,-146.97840180E-03,-24.89336312435E+00,-1.48033304E-03
+23.52500E-06,-139.73072297E-03,-24.90533113001E+00,-1.19201115E-03
+23.55000E-06,-147.91139412E-03,-24.91719394553E+00,-1.43118924E-03
+23.57500E-06,-134.78222667E-03,-24.90588979473E+00,-1.43574958E-03
+23.60000E-06,-139.75936664E-03,-24.89624980373E+00,-1.43000086E-03
+23.62500E-06,-156.12266878E-03,-24.92427247593E+00,-1.41237478E-03
+23.65000E-06,-155.51700582E-03,-24.92160258394E+00,-1.40491579E-03
+23.67500E-06,-152.03088218E-03,-24.90497783289E+00,-1.45684598E-03
+23.70000E-06,-156.28198038E-03,-24.91469075219E+00,-1.46194522E-03
+23.72500E-06,-152.66145760E-03,-24.90300507518E+00,-1.53141373E-03
+23.75000E-06,-141.01998984E-03,-24.91812663634E+00,-1.41432318E-03
+23.77500E-06,-145.39764785E-03,-24.91409854422E+00,-1.49683261E-03
+23.80000E-06,-170.82173574E-03,-24.90410314553E+00,-1.56835397E-03
+23.82500E-06,-155.73488619E-03,-24.90397782945E+00,-1.56420694E-03
+23.85000E-06,-165.25088023E-03,-24.90148262619E+00,-1.59103282E-03
+23.87500E-06,-153.85702950E-03,-24.90510605102E+00,-1.51047641E-03
+23.90000E-06,-155.05248833E-03,-24.89099613923E+00,-1.50130739E-03
+23.92500E-06,-155.31525636E-03,-24.90754856500E+00,-1.62929329E-03
+23.95000E-06,-159.20672569E-03,-24.89719463041E+00,-1.72535341E-03
+23.97500E-06,-159.38179130E-03,-24.89433308963E+00,-1.76006170E-03
+24.00000E-06,-147.72151671E-03,-24.89509610436E+00,-1.73851485E-03
+24.02500E-06,-150.11247207E-03,-24.90657434086E+00,-1.79884063E-03
+24.05000E-06,-145.82963969E-03,-24.89828373076E+00,-1.81138031E-03
+24.07500E-06,-158.23517747E-03,-24.89751084150E+00,-1.81991670E-03
+24.10000E-06,-164.11930433E-03,-24.90850993717E+00,-1.85160086E-03
+24.12500E-06,-160.87913940E-03,-24.89321429031E+00,-1.91032841E-03
+24.15000E-06,-147.03806356E-03,-24.90999228503E+00,-1.94510548E-03
+24.17500E-06,-136.02781193E-03,-24.91518621239E+00,-1.96247045E-03
+24.20000E-06,-134.00428708E-03,-24.90490249249E+00,-1.97548342E-03
+24.22500E-06,-131.87120017E-03,-24.89918796634E+00,-1.99986998E-03
+24.25000E-06,-157.42776505E-03,-24.88923361101E+00,-2.06280876E-03
+24.27500E-06,-158.44578386E-03,-24.90210336477E+00,-2.09846645E-03
+24.30000E-06,-144.62521086E-03,-24.89337005914E+00,-1.95963035E-03
+24.32500E-06,-148.17061938E-03,-24.91426188855E+00,-2.02583559E-03
+24.35000E-06,-150.82061155E-03,-24.90537040199E+00,-2.08554686E-03
+24.37500E-06,-143.09887990E-03,-24.90208847760E+00,-2.10544749E-03
+24.40000E-06,-147.60584903E-03,-24.89945197811E+00,-2.00031137E-03
+24.42500E-06,-143.88756086E-03,-24.89529208739E+00,-2.01389815E-03
+24.45000E-06,-153.46464885E-03,-24.91231438250E+00,-2.07856302E-03
+24.47500E-06,-154.62886346E-03,-24.90273499548E+00,-2.11264806E-03
+24.50000E-06,-149.35978414E-03,-24.91195399984E+00,-2.02371867E-03
+24.52500E-06,-146.92028529E-03,-24.91229576411E+00,-2.04807629E-03
+24.55000E-06,-163.70732537E-03,-24.91084677106E+00,-2.07527316E-03
+24.57500E-06,-168.43763979E-03,-24.90317727643E+00,-1.98165267E-03
+24.60000E-06,-167.84803236E-03,-24.92434676104E+00,-1.97160769E-03
+24.62500E-06,-152.19878687E-03,-24.90894758237E+00,-2.00783045E-03
+24.65000E-06,-153.08768301E-03,-24.88820323020E+00,-1.90566169E-03
+24.67500E-06,-144.44679092E-03,-24.90041583776E+00,-2.02485408E-03
+24.70000E-06,-149.59545374E-03,-24.92250953314E+00,-1.92741602E-03
+24.72500E-06,-163.61709780E-03,-24.89844473836E+00,-1.88913821E-03
+24.75000E-06,-159.46297351E-03,-24.91970463899E+00,-1.93050528E-03
+24.77500E-06,-154.31227548E-03,-24.91525996985E+00,-1.87553452E-03
+24.80000E-06,-148.96310694E-03,-24.90673459468E+00,-1.91701520E-03
+24.82500E-06,-160.39943322E-03,-24.89577707003E+00,-1.88938838E-03
+24.85000E-06,-138.45283819E-03,-24.91985140013E+00,-1.87911416E-03
+24.87500E-06,-173.25294300E-03,-24.88932323556E+00,-1.82411813E-03
+24.90000E-06,-140.22527862E-03,-24.88918589668E+00,-1.92884763E-03
+24.92500E-06,-152.53335253E-03,-24.89771342012E+00,-1.77338608E-03
+24.95000E-06,-155.92340680E-03,-24.89142112091E+00,-1.73534426E-03
+24.97500E-06,-150.97736029E-03,-24.90371781272E+00,-1.75985028E-03
+25.00000E-06,-144.68129216E-03,-24.91145043651E+00,-1.75649665E-03
+25.02500E-06,-163.05485262E-03,-24.92629811137E+00,-1.74848227E-03
+25.05000E-06,-177.14173641E-03,-24.90482602142E+00,-1.71569980E-03
+25.07500E-06,-157.46552947E-03,-24.90493776944E+00,-1.81871089E-03
+25.10000E-06,-156.78727741E-03,-24.90640289339E+00,-1.73771080E-03
+25.12500E-06,-153.36899405E-03,-24.90242662371E+00,-1.75350318E-03
+25.15000E-06,-148.41450519E-03,-24.89417739618E+00,-1.63754979E-03
+25.17500E-06,-166.16589488E-03,-24.89881284727E+00,-1.70609386E-03
+25.20000E-06,-147.06116694E-03,-24.92012475878E+00,-1.77402863E-03
+25.22500E-06,-149.86089769E-03,-24.88922697774E+00,-1.67598803E-03
+25.25000E-06,-166.40363738E-03,-24.93585104067E+00,-1.53865789E-03
+25.27500E-06,-144.20000305E-03,-24.90216408182E+00,-1.66335153E-03
+25.30000E-06,-161.89990950E-03,-24.90555590747E+00,-1.69840222E-03
+25.32500E-06,-155.04170927E-03,-24.90439516025E+00,-1.60967729E-03
+25.35000E-06,-154.10099069E-03,-24.89545441411E+00,-1.62944450E-03
+25.37500E-06,-174.44843952E-03,-24.90343122522E+00,-1.59122633E-03
+25.40000E-06,-152.77196188E-03,-24.91773674317E+00,-1.63363459E-03
+25.42500E-06,-149.52433451E-03,-24.90394526611E+00,-1.55769861E-03
+25.45000E-06,-154.77072503E-03,-24.91073438233E+00,-1.54785679E-03
+25.47500E-06,-159.23540705E-03,-24.89719945461E+00,-1.64515489E-03
+25.50000E-06,-167.01710197E-03,-24.91108447588E+00,-1.57579822E-03
+25.52500E-06,-132.58472918E-03,-24.89329113828E+00,-1.51614831E-03
+25.55000E-06,-170.75875734E-03,-24.91487335562E+00,-1.66450047E-03
+25.57500E-06,-162.46686582E-03,-24.90798749163E+00,-1.45474085E-03
+25.60000E-06,-135.55511592E-03,-24.89090907753E+00,-1.58152324E-03
+25.62500E-06,-149.12256929E-03,-24.90569509312E+00,-1.65243063E-03
+25.65000E-06,-161.67475515E-03,-24.89092404008E+00,-1.51899748E-03
+25.67500E-06,-150.54295635E-03,-24.90240811839E+00,-1.47344300E-03
+25.70000E-06,-148.17318223E-03,-24.89456521646E+00,-1.69238346E-03
+25.72500E-06,-160.09592334E-03,-24.90425050969E+00,-1.61477831E-03
+25.75000E-06,-156.32328757E-03,-24.90348010791E+00,-1.45503790E-03
+25.77500E-06,-145.84780581E-03,-24.88366878575E+00,-1.67739862E-03
+25.80000E-06,-172.70844936E-03,-24.87620563864E+00,-1.68138929E-03
+25.82500E-06,-167.28672941E-03,-24.90614035150E+00,-1.66244090E-03
+25.85000E-06,-145.58424632E-03,-24.91878958666E+00,-1.65277800E-03
+25.87500E-06,-139.20194566E-03,-24.89706188960E+00,-1.66647568E-03
+25.90000E-06,-148.87024113E-03,-24.91030416188E+00,-1.70364820E-03
+25.92500E-06,-171.72235317E-03,-24.90995497287E+00,-1.64210962E-03
+25.95000E-06,-145.64929761E-03,-24.90835413066E+00,-1.65232079E-03
+25.97500E-06,-138.64931118E-03,-24.90500308455E+00,-1.78476642E-03
+26.00000E-06,-153.22068765E-03,-24.90432716921E+00,-1.72433810E-03
+26.02500E-06,-152.65244992E-03,-24.89545953982E+00,-1.76755887E-03
+26.05000E-06,-166.26332106E-03,-24.89391628648E+00,-1.80170831E-03
+26.07500E-06,-159.63566472E-03,-24.91907003084E+00,-1.72678961E-03
+26.10000E-06,-143.75760904E-03,-24.91061931768E+00,-1.88276686E-03
+26.12500E-06,-156.48063934E-03,-24.90359159211E+00,-1.84936710E-03
+26.15000E-06,-155.95340728E-03,-24.89777247886E+00,-1.70598682E-03
+26.17500E-06,-155.78195981E-03,-24.89626435170E+00,-1.79384981E-03
+26.20000E-06,-148.16338308E-03,-24.89958042237E+00,-1.81854983E-03
+26.22500E-06,-166.29290696E-03,-24.89684559216E+00,-1.61767581E-03
+26.25000E-06,-166.54331298E-03,-24.90827291077E+00,-1.67434907E-03
+26.27500E-06,-153.03179016E-03,-24.89458583237E+00,-1.74096554E-03
+26.30000E-06,-138.89915186E-03,-24.90312383337E+00,-1.65608369E-03
+26.32500E-06,-172.97551394E-03,-24.89769476405E+00,-1.47393468E-03
+26.35000E-06,-161.16497312E-03,-24.90679810073E+00,-1.66613747E-03
+26.37500E-06,-145.99539611E-03,-24.91402324151E+00,-1.51910883E-03
+26.40000E-06,-147.72287352E-03,-24.90890337312E+00,-1.42333264E-03
+26.42500E-06,-143.76439306E-03,-24.91207871290E+00,-1.47091672E-03
+26.45000E-06,-162.14289078E-03,-24.90601571383E+00,-1.45019266E-03
+26.47500E-06,-143.98408251E-03,-24.89735318823E+00,-1.30200145E-03
+26.50000E-06,-154.31800421E-03,-24.89263542426E+00,-1.36528856E-03
+26.52500E-06,-158.58674089E-03,-24.91838676613E+00,-1.38305858E-03
+26.55000E-06,-146.65778109E-03,-24.89471111076E+00,-1.36802225E-03
+26.57500E-06,-161.35703649E-03,-24.91306624126E+00,-1.27672009E-03
+26.60000E-06,-147.22047854E-03,-24.90157703725E+00,-1.36177844E-03
+26.62500E-06,-148.23544454E-03,-24.90350652794E+00,-1.37787486E-03
+26.65000E-06,-149.26454392E-03,-24.89842220032E+00,-1.33418916E-03
+26.67500E-06,-150.49022937E-03,-24.89508641827E+00,-1.46280661E-03
+26.70000E-06,-166.84369467E-03,-24.90208229659E+00,-1.46874876E-03
+26.72500E-06,-164.28524919E-03,-24.91492329361E+00,-1.33628002E-03
+26.75000E-06,-148.49105164E-03,-24.89105889149E+00,-1.46793120E-03
+26.77500E-06,-156.27651546E-03,-24.90013437596E+00,-1.65029604E-03
+26.80000E-06,-134.10103486E-03,-24.90017345950E+00,-1.52580979E-03
+26.82500E-06,-162.01357967E-03,-24.89641115053E+00,-1.46376452E-03
+26.85000E-06,-152.36578703E-03,-24.89911443501E+00,-1.66275399E-03
+26.87500E-06,-165.66214310E-03,-24.89137103216E+00,-1.56480848E-03
+26.90000E-06,-171.62274102E-03,-24.89816259817E+00,-1.65110409E-03
+26.92500E-06,-135.30968486E-03,-24.90983338801E+00,-1.73322798E-03
+26.95000E-06,-148.97757953E-03,-24.90240144743E+00,-1.64769435E-03
+26.97500E-06,-149.52621897E-03,-24.90853266367E+00,-1.63046479E-03
+27.00000E-06,-159.56224646E-03,-24.89534195000E+00,-1.70187353E-03
+27.02500E-06,-149.17269572E-03,-24.90684242304E+00,-1.73666486E-03
+27.05000E-06,-164.64491576E-03,-24.90598424348E+00,-1.71034684E-03
+27.07500E-06,-153.02138798E-03,-24.89706603539E+00,-1.62042958E-03
+27.10000E-06,-135.26800077E-03,-24.88295103557E+00,-1.55899352E-03
+27.12500E-06,-143.53026871E-03,-24.90767030062E+00,-1.82362986E-03
+27.15000E-06,-161.55249188E-03,-24.91083320301E+00,-1.71299731E-03
+27.17500E-06,-137.49964454E-03,-24.88495793956E+00,-1.62800267E-03
+27.20000E-06,-141.70683500E-03,-24.90988166767E+00,-1.62719974E-03
+27.22500E-06,-152.96511824E-03,-24.90969182795E+00,-1.71821064E-03
+27.25000E-06,-163.89693896E-03,-24.90215582792E+00,-1.81207150E-03
+27.27500E-06,-143.35599457E-03,-24.89526593120E+00,-1.79346596E-03
+27.30000E-06,-154.50335894E-03,-24.89346341490E+00,-1.71028153E-03
+27.32500E-06,-153.03442839E-03,-24.88358021650E+00,-1.74870265E-03
+27.35000E-06,-160.16911547E-03,-24.89869506900E+00,-1.93271447E-03
+27.37500E-06,-158.12188420E-03,-24.89409888990E+00,-1.79982193E-03
+27.40000E-06,-153.41554002E-03,-24.90488379873E+00,-1.91999725E-03
+27.42500E-06,-156.64085547E-03,-24.90719255428E+00,-2.06976429E-03
+27.45000E-06,-142.93715620E-03,-24.88255002412E+00,-1.95403338E-03
+27.47500E-06,-151.97743911E-03,-24.88502811656E+00,-2.00291498E-03
+27.50000E-06,-154.23301542E-03,-24.91059546051E+00,-2.17008110E-03
+27.52500E-06,-148.30599843E-03,-24.91616103955E+00,-2.23426044E-03
+27.55000E-06,-143.33503946E-03,-24.89430158159E+00,-2.31917024E-03
+27.57500E-06,-170.57931980E-03,-24.89914402092E+00,-2.30465752E-03
+27.60000E-06,-158.89839161E-03,-24.89903728554E+00,-2.31038438E-03
+27.62500E-06,-153.94465653E-03,-24.89638457976E+00,-2.57705361E-03
+27.65000E-06,-133.63195700E-03,-24.91339455054E+00,-2.51804538E-03
+27.67500E-06,-162.40366129E-03,-24.88911161157E+00,-2.59376825E-03
+27.70000E-06,-147.51671444E-03,-24.89468744204E+00,-2.75336043E-03
+27.72500E-06,-153.62674943E-03,-24.89755237483E+00,-2.73357435E-03
+27.75000E-06,-176.02305016E-03,-24.89025860230E+00,-2.76398558E-03
+27.77500E-06,-148.74417127E-03,-24.91155724726E+00,-2.86915257E-03
+27.80000E-06,-150.33125698E-03,-24.89247814788E+00,-3.00658158E-03
+27.82500E-06,-127.62454927E-03,-24.91149943227E+00,-2.92854982E-03
+27.85000E-06,-151.90560379E-03,-24.89703497961E+00,-2.97622748E-03
+27.87500E-06,-146.27504883E-03,-24.89045511298E+00,-3.09361215E-03
+27.90000E-06,-141.91061967E-03,-24.88761863541E+00,-3.11391901E-03
+27.92500E-06,-160.14069793E-03,-24.89873528322E+00,-3.05433860E-03
+27.95000E-06,-155.10253939E-03,-24.88612543312E+00,-3.13035813E-03
+27.97500E-06,-155.16770375E-03,-24.89953402716E+00,-3.16547467E-03
+28.00000E-06,-143.98868057E-03,-24.88318783584E+00,-3.07927922E-03
+28.02500E-06,-141.40030999E-03,-24.90181817176E+00,-3.13362917E-03
+28.05000E-06,-159.74304081E-03,-24.89792101139E+00,-3.04407419E-03
+28.07500E-06,-145.71883390E-03,-24.88758889876E+00,-2.98003293E-03
+28.10000E-06,-157.26178249E-03,-24.89640048453E+00,-3.00364328E-03
+28.12500E-06,-151.08017600E-03,-24.89323498160E+00,-2.96898877E-03
+28.15000E-06,-139.36871968E-03,-24.88681374816E+00,-3.09812432E-03
+28.17500E-06,-143.57794535E-03,-24.88883493629E+00,-2.79099976E-03
+28.20000E-06,-170.41250808E-03,-24.89929345798E+00,-2.78932422E-03
+28.22500E-06,-149.05340989E-03,-24.90505562308E+00,-2.93038241E-03
+28.25000E-06,-153.53260219E-03,-24.89153064527E+00,-2.77172151E-03
+28.27500E-06,-151.05062779E-03,-24.89638789639E+00,-2.69887793E-03
+28.30000E-06,-154.79522291E-03,-24.89563132649E+00,-2.65999402E-03
+28.32500E-06,-154.26829236E-03,-24.91369093720E+00,-2.45811100E-03
+28.35000E-06,-163.72323015E-03,-24.89651901658E+00,-2.51459056E-03
+28.37500E-06,-150.83817464E-03,-24.89302339530E+00,-2.50089967E-03
+28.40000E-06,-137.50379033E-03,-24.89596366850E+00,-2.34719051E-03
+28.42500E-06,-149.18728138E-03,-24.88361752865E+00,-2.30592755E-03
+28.45000E-06,-176.96927133E-03,-24.88953365351E+00,-2.20685089E-03
+28.47500E-06,-156.86525605E-03,-24.89449013988E+00,-2.10880426E-03
+28.50000E-06,-156.10457804E-03,-24.87974026809E+00,-2.10320041E-03
+28.52500E-06,-165.25540292E-03,-24.89941545742E+00,-2.04025859E-03
+28.55000E-06,-155.66060108E-03,-24.91507423823E+00,-2.03121011E-03
+28.57500E-06,-150.52245351E-03,-24.90701616954E+00,-1.61647881E-03
+28.60000E-06,-140.08251252E-03,-24.89541446372E+00,-1.87448622E-03
+28.62500E-06,-164.44670907E-03,-24.90695549018E+00,-1.85589816E-03
+28.65000E-06,-153.30104070E-03,-24.90068614359E+00,-1.77023907E-03
+28.67500E-06,-133.83302805E-03,-24.88000812414E+00,-1.69569834E-03
+28.70000E-06,-166.40563490E-03,-24.89919915999E+00,-1.63927923E-03
+28.72500E-06,-134.05215216E-03,-24.88666446185E+00,-1.59493979E-03
+28.75000E-06,-168.95627874E-03,-24.90879769304E+00,-1.60395727E-03
